id,title_s,title_l,date,status,PI,co_PIs,institution,institution_full,desc,theme,systems,link,latitude,longitude,geometry,type,state
80,We All Live Downriver: Environmental Justice and Community Resistance to the Pacific Connector Gas Pipeline and Jordan Cove Export Terminal in Southern Oregon,_We All Live DownriverÇè_: Environmental Justice and Community Resistance to the Pacific Connector Gas Pipeline and Jordan Cove Export Terminal in Southern Oregon,2018,completed,"Halleran, Patricia C.",,OSU,Oregon State University,,"law,  community, health",,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/jm214v21r?locale=en,42.0127,-121.4086,TRUE,research,oregon
81,Ecohydrologic Connections in Semiarid Rangeland Ecosystems in Oregon,Ecohydrologic Connections in Semiarid Rangeland Ecosystems in Oregon,2018,completed,"Durfee, Nicole M.",,OSU,Oregon State University,,"law, envrionment",,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/8w32rb71g?locale=en,45.05,-120.953,TRUE,research,oregon
82,Quantifying Impacts of Timber Harvesting Operations on Suspended Sediment Inputs to Oregon Coast Range Headwater Streams,Quantifying Impacts of Timber Harvesting Operations on Suspended Sediment Inputs to Oregon Coast Range Headwater Streams,2018,completed,"Rachels, Aaron A.",,OSU,Oregon State University,,"economy, environment",,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/h702qc383?locale=en,44.5995,-123.4263,TRUE,research,oregon
83,"Collective Aquifer Governance: It's the Water, and a Hole Lot More","Collective Aquifer Governance: ItÇè_s the Water, and a _HoleÇè_ Lot More",2018,completed,"Wiley, Jakob Stevan",,OSU,Oregon State University,,law,,https://ir.library.oregonstate.edu/concern/graduate_projects/pn89dd30b?locale=en,43.125,-119.343,TRUE,research,oregon
84,Aquatic Ecology in Coastal Riverscapes : Characterizing Fish Assemblages and Stream Chemistry over Time,Aquatic Ecology in Coastal Riverscapes : Characterizing Fish Assemblages and Stream Chemistry over Time,2018,completed,"Feiten, Nicole E.",,OSU,Oregon State University,,"environment, economy",,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/5d86p511n?locale=en,43.3881,-124.2041,TRUE,research,oregon
85,Assessment of Decentralized Wastewater Treatment System- Potential Impact on Water Quality,Assessment of Decentralized Wastewater Treatment System- Potential Impact on Water Quality,2018,completed,"Chavan, Padmaja Ramesh",,OSU,Oregon State University,,health,,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/js956n338?locale=en,44.0455,-123.8675,TRUE,research,oregon
86,Ecohydrologic Connections in Semiarid Watershed Systems of Central Oregon USA,Ecohydrologic Connections in Semiarid Watershed Systems of Central Oregon USA,2018,completed,"Ochoa, Carlos G.","Caruso Phil, Jarvis, W. Todd, Grace, Ray, Deboodt, Tim, Guldan, Steven J.",OSU,Oregon State University,,"law, envrionment",,https://ir.library.oregonstate.edu/concern/articles/gx41mq01m?locale=en,43.944,-120.763,TRUE,research,oregon
87,Domestic Well Aquifer Storage Using Seasonal Springs,Domestic Well Aquifer Storage Using Seasonal Springs,2018,completed,"Robinson, Julianne E.",,OSU,Oregon State University,,law,,https://ir.library.oregonstate.edu/concern/honors_college_theses/h415pg636?locale=en,44.6198,-123.9403,TRUE,research,oregon
88,Characterization of Stormwater Runoff from a County Maintenance Facility and Evaluation of Temporal Performance of Bioswale in Its Treatment,Characterization of Stormwater Runoff from a County Maintenance Facility and Evaluation of Temporal Performance of Bioswale in Its Treatment,2018,completed,"Gyawali, Kshitiz",,OSU,Oregon State University,,environment,,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/028712243?locale=en,44.5646,-123.262,TRUE,research,oregon
89,"Winter Rain versus Snow in Headwater Catchments: Responses of an Unconfined Pumice Aquifer, South-Central Oregon, USA","Winter Rain versus Snow in Headwater Catchments: Responses of an Unconfined Pumice Aquifer, South-Central Oregon, USA",2018,completed,"Cummings, Michael L. "," Eibert, David A.",PSU,Portland State University,,environment,,https://pdxscholar.library.pdx.edu/geology_fac/129/,42.806,-121.691,TRUE,research,oregon
90,Effects of Substrate Depth and Precipitation Characteristics on Stormwater Retention by Two Green Roofs in Portland OR,Effects of Substrate Depth and Precipitation Characteristics on Stormwater Retention by Two Green Roofs in Portland OR,2018,completed,"Schultz, Isaac ","Sailor, David, Starry Olyssa",PSU,Portland State University,,"tech, health",,https://pdxscholar.library.pdx.edu/honors_fac/3/,45.5173,-122.6744,TRUE,research,oregon
91,"A Decision Tree Analysis of Nonindigenous Species Risk from Ballast Water to the Lower Columbia River and Oregon coast, USA","A Decision Tree Analysis of Nonindigenous Species Risk from Ballast Water to the Lower Columbia River and Oregon coast, USA",2018,completed,"Verna, Danielle "," Rueb, Richard R.,  Rueb, Crysta A., Gala, John, Green, Jeremiah, Zalusky, John A., vanden Hooff, Rian",PSU,Portland State University,,"environment, health",,https://pdxscholar.library.pdx.edu/esm_fac/252/,46.2224,-123.8459,TRUE,research,oregon
92,Maroon Ponds Natural Area: a Case Study of Wetland and Stream Habitat Restoration from Planning to Post-construction,Maroon Ponds Natural Area: a Case Study of Wetland and Stream Habitat Restoration from Planning to Post-construction,2018,completed,"Hartung, Sarah "," Emanuel, Robert",PSU,Portland State University,,environment,,https://pdxscholar.library.pdx.edu/uerc/2018/Posters/15/,45.4108,-123.0302,TRUE,research,oregon
93,Effects of Beaver Dams on Urban Stream Hydraulic Response During Storm Events,Effects of Beaver Dams on Urban Stream Hydraulic Response During Storm Events,2018,completed,"Poor, Erin ",,PSU,Portland State University,,"environment, health",,https://pdxscholar.library.pdx.edu/mem_gradprojects/28/,45.4929,-123.02777,TRUE,research,oregon
94,Lone Wolves and Copycats: Assessing Policy and Infrastructure for Flood Hazard and Floodplain Management,Lone Wolves and Copycats: Assessing Policy and Infrastructure for Flood Hazard and Floodplain Management,2018,completed,"Hamlin, Samantha L. ",,PSU,Portland State University,,law,,https://pdxscholar.library.pdx.edu/open_access_etds/4654/,0,0,FALSE,research,oregon
95,Precipitation Impacts on Groundwater Levels in the Ephemeral Holgate Lake: A MODFLOW Inquiry,Precipitation Impacts on Groundwater Levels in the Ephemeral Holgate Lake: A MODFLOW Inquiry,2018,completed,"Cervarich, Amory ",,PSU,Portland State University,,"tech, environment",,https://pdxscholar.library.pdx.edu/cengin_honorstheses/11/,45.485377,-122.528569,TRUE,research,oregon
96,"Sources of Contaminated Flood Sediments in a Rural/Urban Catchment: Johnson Creek, Oregon","Sources of Contaminated Flood Sediments in a Rural_urban Catchment: Johnson Creek, Oregon",2018,completed,"Chang, Heejun ","Allen, Deonie, Morse, Jennifer L., Mainali, Janardan",PSU,Portland State University,,"environment, health",,https://pdxscholar.library.pdx.edu/geog_fac/117/,45.46196,-122.57213,TRUE,research,oregon
97,Climate Change and Stream Temperature in the Willamette River Basin: Implications for Fish Habitat,Climate Change and Stream Temperature in the Willamette River Basin: Implications for Fish Habitat,2018,completed,"Chang, Heejun "," Watson, Eric Craig, Strecker, Angela L. ",PSU,Portland State University,,environment,,https://pdxscholar.library.pdx.edu/esm_fac/223/,44.506,-123.096,TRUE,research,oregon
98,Water Quality Factor Prediction Using Supervised Machine Learning,Water Quality Factor Prediction Using Supervised Machine Learning,2018,completed,"Joslyn, Kathleen ",,PSU,Portland State University,,tech,,https://pdxscholar.library.pdx.edu/reu_reports/6/,0,0,FALSE,research,oregon
99,Long-term Variation of Summer Phytoplankton Communities in an Urban Lake in Relation to Lake Management and Climate Conditions,Long-term Variation of Summer Phytoplankton Communities in an Urban Lake in Relation to Lake Management and Climate Conditions,2018,completed,"Grund, Yuan Xiao ",,PSU,Portland State University,,"environment, health",,https://pdxscholar.library.pdx.edu/open_access_etds/4728/,45.4007,-122.69643,TRUE,research,oregon
100,Using Wetlands to Prevent the Surface Accumulation of Aphanizomenon flos-aquae from Upper Klamath Lake,Using Wetlands to Prevent the Surface Accumulation of Aphanizomenon flos-aquae from Upper Klamath Lake,2018,completed,"Rouhe, Arick Christopher ",,PSU,Portland State University,,"health, environment",,https://pdxscholar.library.pdx.edu/open_access_etds/4514/,42.4962,-122.0242,TRUE,research,oregon
101,"Examining the Spatial Characteristics of Pluvial Flooding Through Citizen Science in Portland, Oregon","Examining the Spatial Characteristics of Pluvial Flooding Through Citizen Science in Portland, Oregon",2018,completed,"Michelson, Katelyn Rachel ",,PSU,Portland State University,,"environment, community",,https://pdxscholar.library.pdx.edu/open_access_etds/4548/,45.5173,-122.6744,TRUE,research,oregon
102,"Removal Efficiencies, Uptake Mechanisms and Competitive Effects of Copper and Zinc in Various Stormwater Filter Media","Removal Efficiencies, Uptake Mechanisms and Competitive Effects of Copper and Zinc in Various Stormwater Filter Media",2018,completed,"Heleva-Ponaski, Emily ",,PSU,Portland State University,,"health, tech",,https://pdxscholar.library.pdx.edu/open_access_etds/4556/,0,0,FALSE,research,oregon
103,"Environmental Justice in Natural Disaster Mitigation Policy and Planning: a Case Study of Flood Risk Management in Johnson Creek, Portland, Oregon","Environmental Justice in Natural Disaster Mitigation Policy and Planning: a Case Study of Flood Risk Management in Johnson Creek, Portland, Oregon",2018,completed,"Cho, Seong Yun ",,PSU,Portland State University,,"law, community, environment",,https://pdxscholar.library.pdx.edu/open_access_etds/4502/,45.47574,-122.54283,TRUE,research,oregon
104,Waste Stream and Green Purchasing Analysis at Bonneville Lock and Dam,Waste Stream and Green Purchasing Analysis at Bonneville Lock and Dam,2018,completed,"Bienko, Alexander ",,PSU,Portland State University,,law,,https://pdxscholar.library.pdx.edu/mem_gradprojects/30/,45.6402,-121.9385,TRUE,research,oregon
105,"Glacier Recession and the Response of Summer Streamflow in the Pacific Northwest United States, 1960-2099","Glacier Recession and the Response of Summer Streamflow in the Pacific Northwest United States, 1960_2099",2018,completed,"Frans, Chris ","Istanbulluoglu, Erkan, Lettenmaier, Dennis P., Fountain, Andrew G., Riedel, Jon L.",PSU,Portland State University,,environment,,https://pdxscholar.library.pdx.edu/geology_fac/140/,0,0,FALSE,research,oregon
106,Development of an Effective Shade Model for Water Quality Management in Oregon,Development of an Effective Shade Model for Water Quality Management in Oregon,2018,completed,"Costello, Erin ",,PSU,Portland State University,,"environment, health",,https://pdxscholar.library.pdx.edu/mem_gradprojects/39/,43.1626,-124.1724,TRUE,research,oregon
107,"Removing Dams, Constructing Science: Watershed Restoration Through a Socio-Eco-Technical Systems Lens","Removing Dams, Constructing Science: Watershed Restoration Through a Socio-Eco-Technical Systems Lens",2018,completed,"Grabowski, Zbigniew Jakub ",,PSU,Portland State University,,"law, safety",,https://pdxscholar.library.pdx.edu/open_access_etds/4515/,0,0,FALSE,research,oregon
108,From Probabilistic Socio-Economic Vulnerability to an Integrated Framework for Flash Flood Prediction,From Probabilistic Socio-Economic Vulnerability to an Integrated Framework for Flash Flood Prediction,2018,completed,"Khajehei, Sepideh ",,PSU,Portland State University,,"safety, tech",,https://pdxscholar.library.pdx.edu/open_access_etds/4666/,0,0,FALSE,research,oregon
109,Using Archival and Archaeofaunal Records to Examine Victorian-era Fish Use in the Pacific Northwest,Using Archival and Archaeofaunal Records to Examine Victorian-era Fish Use in the Pacific Northwest,2018,completed,"Taber, Emily Celene ",,PSU,Portland State University,,"arts, economy",,https://pdxscholar.library.pdx.edu/open_access_etds/4393/,0,0,FALSE,research,oregon
110,Non-Linear Deformation Analysis of an Embankment Dam,Non-Linear Deformation Analysis of an Embankment Dam,2018,completed,"Sanderson, Silas T. ",,PSU,Portland State University,,"tech, safety",,https://pdxscholar.library.pdx.edu/cengin_gradprojects/41/,0,0,FALSE,research,oregon
111,Changes in the Willamette Valley: The Creation of a Preliminary GIS of Oregon's River Water Quality,Changes in the Willamette Valley: The Creation of a Preliminary GIS of Oregon's River Water Quality,2018,completed,"Orr, Aaron ",,WOU,Western Oregon University,,"tech, health",,https://digitalcommons.wou.edu/honors_theses/152/,44.8475,-123.2297,TRUE,research,oregon
112,How Melting Glaciers Will Affect Life in the Pacific Northwest,How Melting Glaciers Will Affect Life in the Pacific Northwest,2018,completed,"Fricke, Brenden ",,WOU,Western Oregon University,,arts,,https://digitalcommons.wou.edu/aes_event/2018/all/157/,0,0,FALSE,research,oregon
113,The ecophysiological drivers of production and cellular function of the neurotoxin b-N-Methylamino-L-Alanine in buoyant freshwater cyanobacteria,The ecophysiological drivers of production and cellular function of the neurotoxin b-N-Methylamino-L-Alanine in buoyant freshwater cyanobacteria,2019,completed,"Dyer, Stewart W. ",,OHSU,Oregon Health and Sciences University,,"environment, health",,https://digitalcollections.ohsu.edu/concern/etds/zw12z5859?locale=en,0,0,FALSE,research,oregon
114,Influence of hydrogeomorphology on phytoplankton assemblages and their susceptibility to parasitism by chytrid fungi in the lower Columbia River Public Deposited,Influence of hydrogeomorphology on phytoplankton assemblages and their susceptibility to parasitism by chytrid fungi in the lower Columbia River Public Deposited,2018,completed,"Cook, Lyle",,OHSU,Oregon Health and Sciences University,,"environment, health",,https://digitalcollections.ohsu.edu/concern/etds/dn39x173n?locale=en,45.9017,-122.803,TRUE,research,oregon
115,Net Ecosystem Metabolism in the Lower Columbia and Willamette Rivers,Net Ecosystem Metabolism in the Lower Columbia and Willamette Rivers,2018,completed,"Danilchik, Nikolai",,OHSU,Oregon Health and Sciences University,,"environment, health",,https://digitalcollections.ohsu.edu/concern/etds/7m01bm03w?locale=en,0,0,FALSE,research,oregon
116,"Spatiotemporal Distribution Of The Anti-Diabetic Drug, Metformin, In The Lower Columbia River And Its Effect On Phytoplankton Growth","Spatiotemporal Distribution Of The Anti-Diabetic Drug, Metformin, In The Lower Columbia River And Its Effect On Phytoplankton Growth",2018,completed,"Cummings, Brittany",,OHSU,Oregon Health and Sciences University,,"environment, health",,https://digitalcollections.ohsu.edu/concern/etds/h128nd94x?locale=en,45.6443,-122.6695,TRUE,research,oregon
117,Visualizing Rivers: An Interactive Map of United States Water Sheds,Visualizing Rivers: An Interactive Map of United States Water Sheds,2020,completed,"Burk, Bailey K. ",,OSU,Oregon State University,,"tech, environment",,https://ir.library.oregonstate.edu/concern/honors_college_theses/v979v882w?locale=en,0,0,FALSE,research,oregon
118,Exploring the toxigenicity and genetic similarity of Detroit ReservoirÍs recurring cyanobacterial bloom in 2017 and 2018,Exploring the toxigenicity and genetic similarity of Detroit ReservoirÍs recurring cyanobacterial bloom in 2017 and 2018,2019,completed,"Godbole, Tejas R.",,OSU,Oregon State University,,"environment, health",,https://ir.library.oregonstate.edu/concern/honors_college_theses/gx41mq14p?locale=en,44.7082,-122.1846,TRUE,research,oregon
119,Overcoming the Hypolimnion: Stakeholder Influence in Transboundary Water Quality Governance,Overcoming the Hypolimnion: Stakeholder Influence in Transboundary Water Quality Governance,2020,completed,"Offutt, Alyssa J.",,OSU,Oregon State University,,law,,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/4t64gv554?locale=en,0,0,FALSE,research,oregon
120,Pettit Lake: A New Treasure for Silverton,Pettit Lake: A New Treasure for Silverton,2020,completed,"Koonce, Elizabeth, Ribe, Robert",,UO,University of Oregon,,community,,https://scholarsbank.uoregon.edu/xmlui/handle/1794/25338,44.9948,-122.7922,TRUE,research,oregon
121,An Attempt at Clearing the Muddied Waters of the United States,An Attempt at Clearing the Muddied Waters of the United States,2019,completed,"Ramirez, Vanessa",,UO,University of Oregon,,law,,https://scholarsbank.uoregon.edu/xmlui/handle/1794/24685,0,0,FALSE,research,oregon
122,Examining the Complex Relationship Between Innovation and Regulation Through a Survey of Wastewater Utility Managers,Examining the Complex Relationship Between Innovation and Regulation Through a Survey of Wastewater Utility Managers,2020,completed,"Sherman, Luke","Cantor, Alida, Milman, Anita, Kiparsky, Michael",PSU,Portland State University,,law,,https://pdxscholar.library.pdx.edu/geog_fac/155/,0,0,FALSE,research,oregon
